client_id,ticket_id,ticket_sent_to,ticket_type,fit_for_forum,fit_for_self_help,tier_level,contains_sensitive_data,ticket_text,has_media,ticket_source,ticket_created_at,first_reply_time_secs,response_id,response_text,response_source,response_created_at
2799513076,1570448849420062720,MTN,Problem Ticket,False,False,TIER-1,False," Do you mind talking to me on your toll free?
Well, its u who decided to reset my pin without my knowledge, and when I entered a new pin, still you are claiming its incorrect, I hate this nonsense, kindly fix it now!😡",False,Twitter for Android,9/15/22 16:25,85.99999999,1570449208791924740," Hello, sorry about that. Please send us your phone number and a picture of the national ID for support. Rgds,MTNUGCARE&gt;Ronald.",Khoros CX,9/15/22 16:27 
1420469223885877249,1570444566196625411,MTN,Service Request,False,False,TIER-1,False,  am still waiting for my mtn Momo interest which u promised me.,False,Twitter for Android,9/15/22 16:08,333.0000005,1570445962488827905,"_maate Hello, this will come through please hang in there. Rgds,MTNUGCARE&gt;Ronald.",Khoros CX,9/15/22 16:14 
1414927101019447296,1570439118726877184,MTN,Incident Ticket,False,False,TIER-1,False, MTN you're the best tele company thanks for the ghost data,False,Twitter for Android,9/15/22 15:47,622.9999998,1570441730369130501," Hello Derick, Kindly DM your number so we can assist you. MTNUGcare&gt;MTNJackie. ",Khoros CX,9/15/22 15:57 
705492021,1570407702681235457,MTN,Change Request Ticket,True,False,TIER-1,False, please let momo app work on otp comfirmation instead of your network related access only because it doesn't reach some areas of the world.,False,Twitter for Android,9/15/22 13:42,487.0000001,1570409745713975298,"_Mayanja Hello, thank you for reaching out. You have challenges with the OTP of the Momo app? Rgds,MTNUGCARE&gt;Ronald.",Khoros CX,9/15/22 13:50 
1516452854717988869,1570425240567644164,MTN,Incident Ticket,False,False,TIER-1,False,Kyoka abafeere 😂😂💀 please  help us 😂 from such cases ,True,Twitter for iPhone,9/15/22 14:52,613.9999996,1570427819380842496,"           Good evening , thank you for reporting this. Kindly DM us your number as well and we investigate this further. mtnugcare&gt;Anita",Khoros CX,9/15/22 15:02 
3133693339,1570425736326156291,MTN,Service Request,False,False,TIER-1,False,Dear  when can I expect my interest payment. Thanks. 🙏,False,Twitter for Android,9/15/22 14:54,135.0000001,1570426302783713280," Hello, this will come through anytime from now. Rgds,MTNUGCARE&gt;Ronald.",Khoros CX,9/15/22 14:56 
2525083855,1570417980885835776,MTN,Change Request Ticket,True,False,TIER-1,False," You have received UGX 192 from MTN MoMo INTEREST PAYOUT, 256776841177 on 2022-09-15 00:44:19. What are these bu small monies for banange? Muli baloggo?? Koz honestly 192 for what??😂😂😂😂😂",False,Twitter Web App,9/15/22 14:23,173.9999998,1570418713106567169," Hello Durne, we are now paying out interest on Mobile Money balances. Interest was calculated based on each customer’s daily average mobile money balance for three months from April 2022 to June 2022.  Regards, mtnugcare&gt;Anita",Khoros CX,9/15/22 14:26 
973723266404814850,1570407433511800835,MTN,Service Request,False,True,TIER-0,False,"When u reach a cash out max for the day via mobile money, when is it renewed? ",False,Twitter for Android,9/15/22 13:41,364.0000002,1570408958585864193," Hello, thanks for the inquiry. It's renewed at Midnight. Rgds,MTNUGCARE&gt;Ronald.",Khoros CX,9/15/22 13:47 
966755689673777153,1570404588817104897,MTN,Incident Ticket,False,False,TIER-2,False,"Pliz  I need my money back
  Today I was sending money to my friend the money was deducted and the receiver have not received it wy?",False,Twitter for Android,9/15/22 13:30,407.0000002,1570406297631338504," Hello, sorry to hear that. DM us the sender number, amount sent, recipient's number and we check on this transaction. Rgds,MTNUGCARE&gt;Ronald.",Khoros CX,9/15/22 13:36 
1042134935962886149,1570403102590750724,MTN,Incident Ticket,True,False,TIER-1,False,Data runs like water ,False,Twitter for iPhone,9/15/22 13:24,657.9999998,1570405861486632963," Hello, it's unfortunate about that experience. Please share with us your number and phone type for checks and support. Rgds,MTNUGCARE&gt;Ronald.",Khoros CX,9/15/22 13:35 
1119688036562997255,1570399788100632577,MTN,Service Request,True,False,TIER-1,False, Wakanet is good rn all but when are esims being unveiled!,False,Twitter for iPhone,9/15/22 13:11,688.9999989,1570402676038578179,"_INA Hello MARv, we shall communicate once the service is available, kindly be patient in the meantime. MTNUGcare&gt;MTNJackie. ",Khoros CX,9/15/22 13:22 
2797948692,1570395854976024578,MTN,Change Request Ticket,True,False,TIER-1,False,"Naye Naye Mwe Aba  
 mbu I heard that MTN Pays  sh5.7b interest to Mobile Money Customers I thought am recovering 10 Million kati Laba yo send me 130shs for war u think that Ka 130shs can Buy me IPhone 14...",False,Twitter Web App,9/15/22 12:55,359.9999993,1570397365839749120," Hello, Unfortunately each customer has to get depending on how they use their mobile money. 5.7B is alot but to share with all our customers it turns out little. Rgds,MTNUGCARE&gt;Ronald.",Khoros CX,9/15/22 13:01 
1050380624719224832,1570390786985828354,MTN,Service Request,False,True,TIER-1,False,How do we share  airtime?,False,Twitter for Android,9/15/22 12:35,25.00000019,1570390891067543552," Hello, Please dial *160*6*1 ok, enter phone number, amount ok, sms is free. Rgds,MTNUGCARE&gt;Ronald.",Khoros CX,9/15/22 12:35 
60029426,1570388937851412480,MTN,Service Request,True,False,TIER-1,False,Good kweshon!  Where's awa mane. This is how we missed out on the COVID-19 dime. 😭 ,False,Twitter for Android,9/15/22 12:27,312.0,1570390245220450306," Hello, This is still being shared, you will get a notification about the interest payment. Rgds,MTNUGCARE&gt;Ronald.",Khoros CX,9/15/22 12:33 
1445873050721800207,1570387992203632640,MTN,Incident Ticket,False,False,TIER-1,False,"Whats wrong with mtn customer care you call like 1000time and u dont get someone to assist  hire more workers
 
_Official",False,Twitter for Android,9/15/22 12:24,342.9999997,1570389429558312965," Hello, We are sorry about that experience of our busy helpline. You can always use this channel and we attend to you. _Official Rgds,MTNUGCARE&gt;Ronald.",Khoros CX,9/15/22 12:29 
714531980956844032,1570384345571143680,MTN,Problem Ticket,False,True,TIER-1,False, what's wrong with the network,False,Twitter for Android,9/15/22 12:09,478.0000005,1570386350234288128," Hello, we are sorry about the network challenges. Please share with us your number and location for checks and support. Rgds,MTNUGCARE&gt;Ronald.",Khoros CX,9/15/22 12:17 
893394088959016960,1570369299415732224,MTN,Problem Ticket,False,False,TIER-1,False,"So  are you forcing me to swap my number?? You have even gone to an extent of reducing my MoMo limit.
It kind enough to remind me, not taking that action.
Mwedeko!",False,Twitter for Android,9/15/22 11:09,753.0,1570372455109390336,"_susan a swap is not required. Please go to an MTN agent or service center with your original national ID, and request to have the registration updated. mtnugcare&gt;Merida",Khoros CX,9/15/22 11:22 
56995137,1570357383028789248,MTN,Service Request,True,False,TIER-1,False, now gives interest on mobile money? Since when? I am not complaining but anyone has any more info on this? ,True,Twitter for Android,9/15/22 10:22,798.0000011,1570360730020614144," Y'ello Dorene, please note that we are giving interest on all the money your account held from the month of April to June. Going forward, this interest will be paid at the end of every quarter of every year. mtnugcare&gt;Anita",Khoros CX,9/15/22 10:35 
